ENTRY_AC,ENTRY_TYPE,ENTRY_NAME
IPR001275,Domain,DM DNA-binding domain
IPR001279,Domain,Metallo-beta-lactamase
IPR001296,Domain,"Glycosyl transferase, family 1"
IPR001300,Domain,"Peptidase C2, calpain, catalytic domain"
IPR001303,Domain,Class II aldolase/adducin N-terminal
IPR001304,Domain,C-type lectin-like
IPR001305,Domain,"Heat shock protein DnaJ, cysteine-rich domain"
IPR001309,Domain,"Peptidase C14, p20 domain"
IPR001330,Domain,Prenyltransferase alpha-alpha toroid domain
IPR001347,Domain,SIS domain
IPR001351,Domain,"Small ribosomal subunit protein uS3, C-terminal"
IPR001356,Domain,Homeodomain
IPR001357,Domain,BRCT domain
IPR001365,Domain,Adenosine deaminase domain
IPR001367,Domain,"Iron dependent repressor, metal binding and dimerisation domain"
IPR001368,Domain,TNFR/NGFR cysteine-rich region
IPR001373,Domain,"Cullin, N-terminal"
IPR001374,Domain,R3H domain
IPR001375,Domain,"Peptidase S9, prolyl oligopeptidase, catalytic domain"
IPR001387,Domain,"Cro/C1-type, helix-turn-helix domain"
IPR001394,Domain,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase"
IPR001401,Domain,"Dynamin, GTPase domain"
IPR001424,Domain,"Superoxide dismutase, copper/zinc binding domain"
IPR001433,Domain,Oxidoreductase FAD/NAD(P)-binding
IPR001434,Domain,"Large cysteine-rich periplasmic protein OmcB-like, DUF11 domain"
IPR001437,Domain,"Transcription elongation factor, GreA/GreB, C-terminal"
IPR001444,Domain,"Flagellar basal body rod protein, N-terminal"
IPR001452,Domain,SH3 domain
IPR001453,Domain,MoaB/Mog domain
IPR001460,Domain,"Penicillin-binding protein, transpeptidase"
IPR001465,Domain,"Malate synthase, TIM barrel domain"
IPR001466,Domain,Beta-lactamase-related
IPR001471,Domain,AP2/ERF domain
IPR001478,Domain,PDZ domain
IPR001506,Domain,Peptidase M12A
IPR001507,Domain,Zona pellucida domain
IPR001509,Domain,NAD-dependent epimerase/dehydratase
IPR001516,Domain,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal"
IPR001523,Domain,Paired domain
IPR001537,Domain,"tRNA/rRNA methyltransferase, SpoU type"
IPR001542,Domain,"Defensin, invertebrate/fungal"
IPR001547,Domain,"Glycoside hydrolase, family 5"
IPR001561,Domain,"Influenza matrix M1, N-terminal"
IPR001565,Domain,Synaptotagmin
IPR001567,Domain,Peptidase M3A/M3B catalytic domain
IPR001584,Domain,"Integrase, catalytic core"
IPR001590,Domain,"Peptidase M12B, ADAM/reprolysin"
IPR001594,Domain,"Palmitoyltransferase, DHHC domain"
IPR001604,Domain,DNA/RNA non-specific endonuclease/pyrophosphatase/phosphodiesterase domain
IPR001608,Domain,"Alanine racemase, N-terminal"
IPR001623,Domain,DnaJ domain
IPR001627,Domain,Sema domain
IPR001628,Domain,"Zinc finger, nuclear hormone receptor-type"
IPR001632,Domain,"G-protein beta subunit, WD40 repeats"
IPR001638,Domain,Solute-binding protein family 3/N-terminal domain of MltF
IPR001647,Domain,"DNA-binding HTH domain, TetR-type"
IPR001650,Domain,"Helicase, C-terminal domain-like"
IPR001651,Domain,Gastrin/cholecystokinin peptide hormone
IPR001660,Domain,Sterile alpha motif domain
IPR001667,Domain,DDH domain
IPR001670,Domain,"Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA"
IPR001674,Domain,"GMP synthase, C-terminal"
IPR001677,Domain,"Transferrin-binding protein B, C-lobe/N-lobe beta-barrel domain"
IPR001678,Domain,SAM-dependent methyltransferase RsmB-F/NOP2-type domain
IPR001683,Domain,Phox homology
IPR001701,Domain,Glycoside hydrolase family 9
IPR001709,Domain,Flavoprotein pyridine nucleotide cytochrome reductase
IPR001715,Domain,Calponin homology domain
IPR001732,Domain,"UDP-glucose/GDP-mannose dehydrogenase, N-terminal"
IPR001736,Domain,Phospholipase D/Transphosphatidylase
IPR001739,Domain,Methyl-CpG DNA binding
IPR001747,Domain,"Vitellogenin, N-terminal"
IPR001750,Domain,"NADH:quinone oxidoreductase/Mrp antiporter, transmembrane domain"
IPR001752,Domain,Kinesin motor domain
IPR001754,Domain,Orotidine 5'-phosphate decarboxylase domain
IPR001761,Domain,Periplasmic binding protein/LacI sugar binding domain
IPR001762,Domain,Disintegrin domain
IPR001763,Domain,Rhodanese-like domain
IPR001764,Domain,"Glycoside hydrolase, family 3, N-terminal"
IPR001766,Domain,Fork head domain
IPR001769,Domain,Gingipain
IPR001781,Domain,"Zinc finger, LIM-type"
IPR001789,Domain,"Signal transduction response regulator, receiver domain"
IPR001791,Domain,Laminin G domain
IPR001792,Domain,Acylphosphatase-like domain
IPR001796,Domain,Dihydrofolate reductase domain
IPR001810,Domain,F-box domain
IPR001811,Domain,Chemokine interleukin-8-like domain
IPR001839,Domain,"Transforming growth factor-beta, C-terminal"
IPR001841,Domain,"Zinc finger, RING-type"
IPR001849,Domain,Pleckstrin homology domain
IPR001853,Domain,DSBA-like thioredoxin domain
IPR001855,Domain,Beta-defensin-like domain
IPR001867,Domain,OmpR/PhoB-type DNA-binding domain
IPR001870,Domain,B30.2/SPRY domain
IPR001878,Domain,"Zinc finger, CCHC-type"
IPR001881,Domain,EGF-like calcium-binding domain
IPR001895,Domain,Ras guanine-nucleotide exchange factors catalytic domain
IPR001900,Domain,Ribonuclease II/R
IPR001904,Domain,"Paxillin, Lim domain 4"
IPR001906,Domain,"Terpene synthase, N-terminal domain"
IPR001909,Domain,Krueppel-associated box
IPR001910,Domain,Inosine/uridine-preferring nucleoside hydrolase domain
IPR001912,Domain,"Small ribosomal subunit protein uS4, N-terminal"
IPR001915,Domain,Peptidase M48
IPR001919,Domain,Carbohydrate-binding type-2 domain
IPR001926,Domain,"Tryptophan synthase beta chain-like, PALP domain"
IPR001928,Domain,Endothelin-like toxin
IPR001932,Domain,PPM-type phosphatase-like domain
IPR001943,Domain,UVR domain
IPR001950,Domain,SUI1 domain
IPR001956,Domain,Carbohydrate-binding module 3
IPR001959,Domain,"Probable transposase, IS891/IS1136/IS1341"
IPR001962,Domain,Asparagine synthase
IPR001965,Domain,"Zinc finger, PHD-type"
IPR001975,Domain,Large ribosomal subunit protein eL40 domain
IPR001986,Domain,Enolpyruvate transferase domain
IPR001995,Domain,"Peptidase A2A, retrovirus, catalytic"
IPR002013,Domain,SAC domain
IPR002014,Domain,VHS domain
IPR002016,Domain,Haem peroxidase
IPR002018,Domain,"Carboxylesterase, type B"
IPR002022,Domain,Pectate lyase
IPR002035,Domain,"von Willebrand factor, type A"
IPR002048,Domain,EF-hand domain
IPR002058,Domain,PAP/25A-associated
IPR002059,Domain,"Cold-shock protein Csp, DNA-binding"
IPR002068,Domain,Alpha crystallin/Hsp20 domain
IPR002072,Domain,Nerve growth factor-related
IPR002073,Domain,"3'5'-cyclic nucleotide phosphodiesterase, catalytic domain"
IPR002078,Domain,RNA polymerase sigma factor 54 interaction domain
IPR002087,Domain,Anti-proliferative protein
IPR002100,Domain,"Transcription factor, MADS-box"
IPR002104,Domain,"Integrase, catalytic domain"
IPR002108,Domain,Actin-depolymerising factor homology domain
IPR002109,Domain,Glutaredoxin
IPR002123,Domain,Phospholipid/glycerol acyltransferase
IPR002125,Domain,Cytidine and deoxycytidylate deaminase domain
IPR002126,Domain,Cadherin-like
IPR002128,Domain,"NADH:ubiquinone/plastoquinone oxidoreductase, chloroplast chain 5, C-terminal"
IPR002130,Domain,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR002138,Domain,"Peptidase C14, caspase non-catalytic subunit p10"
IPR002145,Domain,"Ribbon-helix-helix protein, CopG"
IPR002156,Domain,Ribonuclease H domain
IPR002181,Domain,"Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain"
IPR002182,Domain,NB-ARC
IPR002197,Domain,"DNA binding HTH domain, Fis-type"
IPR002205,Domain,"DNA topoisomerase, type IIA, domain A"
IPR002219,Domain,"Protein kinase C-like, phorbol ester/diacylglycerol-binding domain"
IPR002223,Domain,Pancreatic trypsin inhibitor Kunitz domain
IPR002225,Domain,3-beta hydroxysteroid dehydrogenase/isomerase
IPR002227,Domain,Tyrosinase copper-binding domain
IPR002288,Domain,"DNA gyrase B subunit, C-terminal"
IPR002300,Domain,"Aminoacyl-tRNA synthetase, class Ia"
IPR002314,Domain,"Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)"
IPR002319,Domain,Phenylalanyl-tRNA synthetase
IPR002350,Domain,Kazal domain
IPR002372,Domain,Pyrrolo-quinoline quinone repeat domain
IPR002376,Domain,"Formyl transferase, N-terminal"
IPR002379,Domain,V-ATPase proteolipid subunit C-like domain
IPR002404,Domain,IRS-type PTB domain
IPR002421,Domain,5'-3' exonuclease
IPR002429,Domain,Cytochrome c oxidase subunit II-like C-terminal
IPR002466,Domain,Adenosine deaminase/editase
IPR002469,Domain,"Dipeptidylpeptidase IV, N-terminal domain"
IPR002474,Domain,"Carbamoyl-phosphate synthase small subunit, N-terminal domain"
IPR002477,Domain,Peptidoglycan binding-like
IPR002478,Domain,PUA domain
IPR002486,Domain,"Nematode cuticle collagen, N-terminal"
IPR002487,Domain,"Transcription factor, K-box"
IPR002491,Domain,ABC transporter periplasmic binding domain
IPR002496,Domain,Phosphoribosyl-AMP cyclohydrolase domain
IPR002500,Domain,Phosphoadenosine phosphosulphate reductase domain
IPR002501,Domain,"Pseudouridine synthase II, N-terminal"
IPR002502,Domain,N-acetylmuramoyl-L-alanine amidase domain
IPR002505,Domain,Phosphate acetyl/butaryl transferase
IPR002509,Domain,NodB homology domain
IPR002541,Domain,Cytochrome c assembly protein
IPR002543,Domain,FtsK domain
IPR002545,Domain,CheW-like domain
IPR002547,Domain,tRNA-binding domain
IPR002553,Domain,"Clathrin/coatomer adaptor, adaptin-like, N-terminal"
IPR002557,Domain,Chitin binding domain
IPR002559,Domain,Transposase IS4-like domain
IPR002561,Domain,"Filoviruses glycoprotein, extracellular domain"
IPR002562,Domain,3'-5' exonuclease domain
IPR002563,Domain,Flavin reductase like domain
IPR002569,Domain,Peptide methionine sulphoxide reductase MsrA domain
IPR002575,Domain,Aminoglycoside phosphotransferase
IPR002579,Domain,Peptide methionine sulphoxide reductase MrsB domain
IPR002586,Domain,CobQ/CobB/MinD/ParA nucleotide binding domain
IPR002589,Domain,Macro domain
IPR002611,Domain,IstB-like ATP-binding domain
IPR002616,Domain,tRNA-guanine(15) transglycosylase-like
IPR002625,Domain,Smr domain
IPR002629,Domain,"Cobalamin-independent methionine synthase MetE, C-terminal/archaeal"
IPR002641,Domain,Patatin-like phospholipase domain
IPR002642,Domain,"Lysophospholipase, catalytic domain"
IPR002645,Domain,STAS domain
IPR002646,Domain,"Poly A polymerase, head domain"
IPR002652,Domain,"Importin-alpha, importin-beta-binding domain"
IPR002655,Domain,"Acyl-CoA oxidase, C-terminal"
IPR002656,Domain,Acyltransferase 3 domain
IPR002668,Domain,Concentrative nucleoside transporter N-terminal domain
IPR002676,Domain,"RimM, N-terminal"
IPR002683,Domain,"PsbP, C-terminal"
IPR002687,Domain,Nop domain
IPR002694,Domain,"Zinc finger, CHC2-type"
IPR002701,Domain,"Chorismate mutase II, prokaryotic-type"
IPR002711,Domain,HNH endonuclease
IPR002713,Domain,FF domain
IPR002716,Domain,PIN domain
IPR002717,Domain,"Histone acetyltransferase domain, MYST-type"
IPR002733,Domain,AMMECR1 domain
IPR002734,Domain,"Bacterial bifunctional deaminase-reductase, C-terminal"
IPR002735,Domain,Translation initiation factor IF2/IF5 domain
IPR002744,Domain,MIP18 family-like
IPR002772,Domain,Glycoside hydrolase family 3 C-terminal domain
IPR002792,Domain,TRAM domain
IPR002818,Domain,DJ-1/PfpI
IPR002820,Domain,Molybdopterin cofactor biosynthesis C (MoaC) domain
IPR002828,Domain,Survival protein SurE-like phosphatase/nucleotidase
IPR002847,Domain,Coenzyme F420:L-glutamate ligase-like domain
IPR002853,Domain,"Transcription initiation factor IIE subunit alpha, N-terminal"
IPR002857,Domain,"Zinc finger, CXXC-type"
IPR002861,Domain,Reeler domain
IPR002864,Domain,"Acyl-ACP thioesterase, N-terminal hotdog domain"
IPR002867,Domain,IBR domain
IPR002870,Domain,"Peptidase M12B, propeptide"
IPR002877,Domain,"Ribosomal RNA methyltransferase, FtsJ domain"
IPR002878,Domain,"ChsH2, C-terminal OB-fold domain"
IPR002884,Domain,P domain
IPR002898,Domain,MotA/TolQ/ExbB proton channel
IPR002906,Domain,Small ribosomal subunit protein eS31
IPR002909,Domain,IPT domain
IPR002912,Domain,ACT domain
IPR002913,Domain,START domain
IPR002921,Domain,Fungal lipase-type domain
IPR002925,Domain,Dienelactone hydrolase
IPR002931,Domain,Transglutaminase-like
IPR002934,Domain,"Polymerase, nucleotidyl transferase domain"
IPR002937,Domain,Amine oxidase
IPR002938,Domain,FAD-binding domain
IPR002939,Domain,"Chaperone DnaJ, C-terminal"
IPR002941,Domain,DNA methylase N-4/N-6
IPR002942,Domain,RNA-binding S4 domain
IPR002999,Domain,Tudor domain
IPR003008,Domain,"Tubulin/FtsZ, GTPase domain"
IPR003010,Domain,Carbon-nitrogen hydrolase
IPR003018,Domain,GAF domain
IPR003029,Domain,S1 domain
IPR003033,Domain,SCP2 sterol-binding domain
IPR003034,Domain,SAP domain
IPR003036,Domain,Core shell protein Gag P30
IPR003090,Domain,"Alpha-crystallin, N-terminal"
IPR003097,Domain,"Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding"
IPR003100,Domain,PAZ domain
IPR003102,Domain,"Cyclic AMP-responsive element-binding protein 1-like, pKID"
IPR003103,Domain,BAG domain
IPR003106,Domain,"Leucine zipper, homeobox-associated"
IPR003111,Domain,"Lon protease, N-terminal domain"
IPR003112,Domain,Olfactomedin-like domain
IPR003115,Domain,"ParB-like, N-terminal domain"
IPR003117,Domain,"cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain"
IPR003119,Domain,Saposin A-type domain
IPR003123,Domain,VPS9 domain
IPR003128,Domain,Villin headpiece
IPR003130,Domain,Dynamin GTPase effector
IPR003131,Domain,Potassium channel tetramerisation-type BTB domain
IPR003135,Domain,"ATP-grasp fold, ATP-dependent carboxylate-amine ligase-type"
IPR003137,Domain,PA domain
IPR003140,Domain,Phospholipase/carboxylesterase/thioesterase
IPR003141,Domain,"Polymerase/histidinol phosphatase, N-terminal"
IPR003146,Domain,"Carboxypeptidase, activation peptide"
IPR003148,Domain,"Regulator of K+ conductance, N-terminal lobe"
IPR003149,Domain,"Iron hydrogenase, small subunit"
IPR003150,Domain,DNA-binding RFX-type winged-helix domain
IPR003156,Domain,DHHA1 domain
IPR003163,Domain,"Transcription regulator HTH, APSES-type DNA-binding domain"
IPR003165,Domain,Piwi domain
IPR003169,Domain,GYF domain
IPR003175,Domain,Cyclin-dependent kinase inhibitor domain
IPR003185,Domain,"Proteasome activator PA28, N-terminal domain"
IPR003186,Domain,"Proteasome activator PA28, C-terminal domain"
IPR003191,Domain,"Guanylate-binding protein/Atlastin, C-terminal"
IPR003228,Domain,Transcription initiation factor TFIID subunit 12 domain
IPR003245,Domain,Phytocyanin domain
IPR003265,Domain,HhH-GPD domain
IPR003309,Domain,SCAN domain
IPR003313,Domain,AraC-type arabinose-binding/dimerisation domain
IPR003316,Domain,"E2F/DP family, winged-helix DNA-binding domain"
IPR003322,Domain,Beta-retroviral matrix protein
IPR003323,Domain,OTU domain
IPR003325,Domain,TerD domain
IPR003327,Domain,"Leucine zipper, Myc"
IPR003338,Domain,"CDC48, N-terminal subdomain"
IPR003340,Domain,B3 DNA binding domain
IPR003342,Domain,"ArnT-like, N-terminal domain"
IPR003343,Domain,"Bacterial Ig-like domain, group 2"
IPR003344,Domain,Big-1 (bacterial Ig-like domain 1) domain
IPR003347,Domain,JmjC domain
IPR003352,Domain,"Phosphotransferase system, EIIC"
IPR003353,Domain,"Phosphotransferase system, fructose-specific IIB subunit"
IPR003354,Domain,Small/middle T-antigen
IPR003382,Domain,Flavoprotein
IPR003390,Domain,"DNA integrity scanning protein, DisA, N-terminal"
IPR003395,Domain,"RecF/RecN/SMC, N-terminal"
IPR003404,Domain,"Envelope glycoprotein E, Fc-binding domain"
IPR003439,Domain,"ABC transporter-like, ATP-binding domain"
IPR003441,Domain,NAC domain
IPR003450,Domain,Replication origin-binding protein
IPR003481,Domain,"Flagellar hook-associated protein 2, N-terminal"
IPR003495,Domain,"CobW/HypB/UreG, nucleotide-binding domain"
IPR003501,Domain,"Phosphotransferase system, EIIB component, type 2/3"
IPR003502,Domain,Interleukin-1 propeptide
IPR003526,Domain,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
IPR003582,Domain,ShKT domain
IPR003583,Domain,"Helix-hairpin-helix DNA-binding motif, class 1"
IPR003586,Domain,Hint domain C-terminal
IPR003587,Domain,Hint domain N-terminal
IPR003593,Domain,AAA+ ATPase domain
IPR003595,Domain,"Protein-tyrosine phosphatase, catalytic"
IPR003597,Domain,Immunoglobulin C1-set
IPR003598,Domain,Immunoglobulin subtype 2
IPR003599,Domain,Immunoglobulin domain subtype
IPR003601,Domain,"DNA topoisomerase, type IA, domain 2"
IPR003602,Domain,"DNA topoisomerase, type IA, DNA-binding domain"
IPR003603,Domain,"U2A'/phosphoprotein 32 family A, C-terminal"
IPR003604,Domain,"Matrin/U1-C-like, C2H2-type zinc finger"
IPR003607,Domain,HD/PDEase domain
IPR003613,Domain,U-box domain
IPR003614,Domain,"Knottin, scorpion toxin-like"
IPR003615,Domain,HNH nuclease
IPR003616,Domain,Post-SET domain
IPR003618,Domain,"Transcription elongation factor S-II, central domain"
IPR003619,Domain,"MAD homology 1, Dwarfin-type"
IPR003645,Domain,"Follistatin-like, N-terminal"
IPR003649,Domain,"B-box, C-terminal"
IPR003653,Domain,"Ulp1 protease family, C-terminal catalytic domain"
IPR003654,Domain,OAR domain
IPR003655,Domain,Ancestral KRAB domain
IPR003657,Domain,WRKY domain
IPR003660,Domain,HAMP domain
IPR003661,Domain,"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain"
IPR003675,Domain,CAAX prenyl protease 2/Lysostaphin resistance protein A-like domain
IPR003680,Domain,Flavodoxin-like fold
IPR003695,Domain,"Ppx/GppA phosphatase, N-terminal"
IPR003709,Domain,"D-alanyl-D-alanine carboxypeptidases DD-CPases, core domain"
IPR003712,Domain,"Cyanate lyase, C-terminal"
IPR003715,Domain,"Polysaccharide export protein, N-terminal domain"
IPR003757,Domain,"Photosystem I PsaL, reaction centre subunit XI"
IPR003759,Domain,"Cobalamin (vitamin B12)-binding module, cap domain"
IPR003760,Domain,ABC transporter substrate-binding protein PnrA-like
IPR003769,Domain,"Adaptor protein ClpS, core"
IPR003779,Domain,Carboxymuconolactone decarboxylase-like
IPR003781,Domain,CoA-binding
IPR003790,Domain,Glycosyl hydrolase-like 10
IPR003808,Domain,"Fe-S metabolism associated domain, SufE-like"
IPR003819,Domain,TauD/TfdA-like domain
IPR003829,Domain,"Pirin, N-terminal domain"
IPR003834,Domain,"Cytochrome C biogenesis protein, transmembrane domain"
IPR003838,Domain,"ABC3 transporter permease, C-terminal"
IPR003851,Domain,"Zinc finger, Dof-type"
IPR003856,Domain,"Polysaccharide chain length determinant, N-terminal domain"
IPR003864,Domain,"CSC1/OSCA1-like, 7TM region"
IPR003870,Domain,Domain of unknown function DUF222
IPR003877,Domain,SPRY domain
IPR003879,Domain,"Butyrophylin-like, SPRY domain"
IPR003887,Domain,LEM domain
IPR003892,Domain,Ubiquitin system component CUE
IPR003953,Domain,"FAD-dependent oxidoreductase 2, FAD-binding domain"
IPR003954,Domain,"RNA recognition motif domain, eukaryotic-type"
IPR003958,Domain,Transcription factor CBF/NF-Y/archaeal histone domain
IPR003959,Domain,"ATPase, AAA-type, core"
IPR003961,Domain,Fibronectin type III
IPR004012,Domain,RUN domain
IPR004013,Domain,PHP domain
IPR004014,Domain,"Cation-transporting P-type ATPase, N-terminal"
IPR004015,Domain,"SKI-interacting protein SKIP, SNW domain"
IPR004017,Domain,Cysteine-rich domain
IPR004026,Domain,"Ada DNA repair, metal-binding"
IPR004028,Domain,"Retroviral Gag polyprotein, M"
IPR004029,Domain,"UreE urease accessory, N-terminal"
IPR004030,Domain,"Nitric oxide synthase, N-terminal"
IPR004038,Domain,Ribosomal protein eL8/eL30/eS12/Gadd45
IPR004041,Domain,NAF domain
IPR004043,Domain,LCCL domain
IPR004044,Domain,"K Homology domain, type 2"
IPR004045,Domain,"Glutathione S-transferase, N-terminal"
IPR004046,Domain,"Glutathione S-transferase, C-terminal"
IPR004087,Domain,K Homology domain
IPR004088,Domain,"K Homology domain, type 1"
IPR004089,Domain,Methyl-accepting chemotaxis protein (MCP) signalling domain
IPR004095,Domain,TGS
IPR004096,Domain,"4-vinyl reductase, 4VR"
IPR004097,Domain,DHHA2 domain
IPR004099,Domain,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
IPR004100,Domain,"ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain"
IPR004101,Domain,"Mur ligase, C-terminal"
IPR004102,Domain,"Poly(ADP-ribose) polymerase, regulatory domain"
IPR004104,Domain,"Gfo/Idh/MocA-like oxidoreductase, C-terminal"
IPR004107,Domain,"Integrase, SAM-like, N-terminal"
IPR004108,Domain,"Iron hydrogenase, large subunit, C-terminal"
IPR004113,Domain,"FAD-binding oxidoreductase/transferase, type 4, C-terminal"
IPR004114,Domain,THUMP domain
IPR004118,Domain,"Hepatitis TT virus, Orf2/Gyrovirus Vp2, N-terminal domain"
IPR004125,Domain,"Signal recognition particle, SRP54 subunit, M-domain"
IPR004143,Domain,"Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain"
IPR004147,Domain,ABC1 atypical kinase-like domain
IPR004148,Domain,BAR domain
IPR004149,Domain,"Zinc-finger, NAD-dependent DNA ligase C4-type"
IPR004150,Domain,"NAD-dependent DNA ligase, OB-fold"
IPR004152,Domain,GAT domain
IPR004154,Domain,Anticodon-binding
IPR004160,Domain,"Translation elongation factor EFTu/EF1A, C-terminal"
IPR004161,Domain,"Translation elongation factor EFTu-like, domain 2"
IPR004167,Domain,Peripheral subunit-binding domain
IPR004170,Domain,WWE domain
IPR004172,Domain,L27 domain
IPR004176,Domain,"Clp, repeat (R) domain"
IPR004181,Domain,"Zinc finger, MIZ-type"
IPR004182,Domain,GRAM domain
IPR004188,Domain,"Phenylalanine-tRNA ligase, class II, N-terminal"
IPR004192,Domain,"Cytochrome b-c1 complex subunit Rieske, transmembrane domain"
IPR004193,Domain,"Glycoside hydrolase, family 13, N-terminal"
IPR004199,Domain,Beta galactosidase small chain/ domain 5
IPR004201,Domain,"CDC48, domain 2"
IPR004206,Domain,mRNA triphosphatase Cet1-like
IPR004207,Domain,"Ferredoxin thioredoxin reductase, alpha chain"
IPR004217,Domain,Tim10-like
IPR004255,Domain,"O-acyltransferase, WSD1-like, N-terminal"
IPR004274,Domain,FCP1 homology domain
IPR004275,Domain,"Frog antimicrobial peptide, propeptide"
IPR004276,Domain,"Glycosyltransferase family 28, N-terminal domain"
IPR004302,Domain,"Cellulose/chitin-binding protein, N-terminal"
IPR004305,Domain,Thiaminase-2/PQQC
IPR004328,Domain,BRO1 domain
IPR004333,Domain,SBP domain
IPR004358,Domain,"Signal transduction histidine kinase-related protein, C-terminal"
IPR004360,Domain,Glyoxalase/fosfomycin resistance/dioxygenase domain
IPR004364,Domain,"Aminoacyl-tRNA synthetase, class II (D/K/N)"
IPR004365,Domain,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"
IPR004367,Domain,"Cyclin, C-terminal domain"
IPR004370,Domain,4-oxalocrotonate tautomerase-like domain
IPR004399,Domain,Hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase domain
IPR004437,Domain,ParB/RepB/Spo0J partition protein
IPR004443,Domain,YjeF N-terminal domain
IPR004457,Domain,"Zinc finger, ZPR1-type"
IPR004467,Domain,Orotate phosphoribosyl transferase domain
IPR004495,Domain,"Methionyl-tRNA synthetase, beta subunit, C-terminal"
IPR004501,Domain,"Phosphotransferase system, EIIC component, type 3"
IPR004568,Domain,Phosphopantetheine-protein transferase domain
IPR004606,Domain,Molybdenum-pterin binding domain
IPR004614,Domain,Phosphate acetyltransferase
IPR004675,Domain,Alkylhydroperoxidase AhpD core
IPR004680,Domain,Citrate transporter-like domain
IPR004718,Domain,"Phosphotransferase system, mannitol-specific enzyme IIC"
IPR004739,Domain,"GMP synthase, glutamine amidotransferase"
IPR004821,Domain,Cytidyltransferase-like domain
IPR004823,Domain,"TATA box binding protein associated factor (TAF), histone-like fold domain"
IPR004826,Domain,"Basic leucine zipper domain, Maf-type"
IPR004827,Domain,Basic-leucine zipper domain
IPR004839,Domain,"Aminotransferase, class I/classII, large domain"
IPR004841,Domain,Amino acid permease/ SLC12A domain
IPR004843,Domain,"Calcineurin-like, phosphoesterase domain"
IPR004846,Domain,"Type II/III secretion system, secretin-like domain"
IPR004853,Domain,Sugar phosphate transporter domain
IPR004859,Domain,"Xrn1, N-terminal"
IPR004869,Domain,Membrane transport protein MMPL domain
IPR004873,Domain,BURP domain
IPR004875,Domain,DDE superfamily endonuclease domain
IPR004910,Domain,Yippee/Mis18/Cereblon
IPR004919,Domain,"GmrSD restriction endonucleases, N-terminal domain"
IPR004939,Domain,APC10/DOC domain
IPR004971,Domain,mRNA (guanine-N(7))-methyltransferase domain
IPR005000,Domain,HpcH/HpaI aldolase/citrate lyase domain
IPR005018,Domain,DOMON domain
IPR005025,Domain,NADPH-dependent FMN reductase-like domain
IPR005036,Domain,CBM21 (carbohydrate binding type-21) domain
IPR005066,Domain,"Moybdenum cofactor oxidoreductase, dimerisation"
IPR005074,Domain,"Peptidase C39, bacteriocin processing"
IPR005084,Domain,Carbohydrate binding module family 6
IPR005094,Domain,"MobA/VirD2-like, nuclease domain"
IPR005103,Domain,"Auxiliary Activity family 9, catalytic domain"
IPR005104,Domain,"Winged helix-turn-helix transcription repressor, HrcA DNA-binding domain"
IPR005110,Domain,"MoeA, N-terminal and linker domain"
IPR005111,Domain,"MoeA, C-terminal, domain IV"
IPR005116,Domain,"Transport-associated OB, type 1"
IPR005117,Domain,Nitrite/Sulfite reductase ferredoxin-like domain
IPR005119,Domain,"LysR, substrate-binding"
IPR005121,Domain,Ferrodoxin-fold anticodon-binding domain
IPR005122,Domain,Uracil-DNA glycosylase-like
IPR005123,Domain,Oxoglutarate/iron-dependent dioxygenase domain
IPR005130,Domain,"Serine dehydratase-like, alpha subunit"
IPR005131,Domain,Serine dehydratase beta chain
IPR005135,Domain,Endonuclease/exonuclease/phosphatase
IPR005139,Domain,Peptide chain release factor
IPR005140,Domain,eRF1 domain 1/Pelota-like
IPR005141,Domain,eRF1 domain 2
IPR005142,Domain,eRF1 domain 3
IPR005144,Domain,ATP-cone domain
IPR005146,Domain,B3/B4 tRNA-binding domain
IPR005147,Domain,"tRNA synthetase, B5-domain"
IPR005148,Domain,Arginyl tRNA synthetase N-terminal domain
IPR005170,Domain,Transporter-associated domain
IPR005175,Domain,PPC domain
IPR005203,Domain,"Hemocyanin, C-terminal"
IPR005204,Domain,"Hemocyanin, N-terminal"
IPR005211,Domain,Herpesvirus envelope glycoprotein N domain
IPR005225,Domain,Small GTP-binding domain
IPR005273,Domain,Uracil-DNA glycosylase family 4
IPR005298,Domain,MAP domain
IPR005311,Domain,"Penicillin-binding protein, dimerisation domain"
IPR005324,Domain,"Small ribosomal subunit protein uS5, C-terminal"
IPR005326,Domain,"Plectin/eS10, N-terminal"
IPR005467,Domain,Histidine kinase domain
IPR005474,Domain,"Transketolase, N-terminal"
IPR005475,Domain,"Transketolase-like, pyrimidine-binding domain"
